video_id,final_views,num_country,popularity_category,split
CTgjZrAa69c,35625,1,local-hit,train
ESQHsicW7C8,43286,1,local-hit,train
LNrAIc4jrrE,54083,1,local-hit,train
iktvk434tGQ,57292,1,local-hit,train
4_bqW3ygPyw,59121,1,local-hit,train
5QkA2D-rtB0,40776,1,local-hit,train
L1mKwsciemo,61301,1,local-hit,train
djlo8Ozu6rg,64234,1,local-hit,train
foK-69p6lTs,71073,1,local-hit,train
giwIB855pC8,62773,1,local-hit,train
2bKm2OSRhgs,74319,1,local-hit,train
F-2kWSy9wWE,65287,1,local-hit,train
VKGfFPKDIog,36189,1,local-hit,train
Zxv9CpCpZvg,19902,1,local-hit,train
x9AM0tltx4k,32459,1,local-hit,train
03MaMaZatR8,76110,1,local-hit,train
P87YMXJ0l5M,60852,1,local-hit,train
7kbXlZQonyE,68856,1,local-hit,train
0EjvonWOsqU,40149,1,local-hit,train
ArVkd-za8pk,47242,1,local-hit,train
HVAe6mdndtY,45853,1,local-hit,train
Qm5K8oyeBVM,60065,1,local-hit,train
eXWtldeSaS8,36368,1,local-hit,train
q9ptWYHFvBw,67162,1,local-hit,train
Ga3PU_lT4fg,65568,1,local-hit,train
R3YQ5sGZoKk,59072,1,local-hit,train
b99jZ9JB3cQ,57759,1,local-hit,train
lthzJTK__5E,62934,1,local-hit,train
aGLkWBc-a8A,35670,1,local-hit,train
01p3OAn_jb8,47255,1,local-hit,train
QTYJOmDN82I,49846,1,local-hit,train
_6e9k_78Ma0,51753,1,local-hit,train
atbgTGeFL1w,57440,1,local-hit,train
djy1oE_ydCM,47764,1,local-hit,train
xHxIeMQIlDc,65169,1,local-hit,train
3LdE_NgcVno,53783,1,local-hit,train
MtECWDUJCD4,69718,1,local-hit,train
yUu8ZW8IaKQ,62962,1,local-hit,train
5aO41A9U5E8,65385,1,local-hit,train
XNAo1K9HXOs,45835,1,local-hit,train
aqXzfz9ecdk,61530,1,local-hit,train
baXGWBOaLcM,59253,1,local-hit,train
lkBzQ0QdjY0,71354,1,local-hit,train
Tf6qd7gW5sQ,48807,1,local-hit,train
hlFZPVzY54g,76132,1,local-hit,train
qSqbBKqhBms,48769,1,local-hit,train
sKm5hAPK-wQ,59786,1,local-hit,train
wMdxIvesC5o,60038,1,local-hit,train
K9o7e5xNp-E,73232,1,local-hit,train
b8p1VkdnLtA,68995,1,local-hit,train
o8X8WSzD5lo,74405,1,local-hit,train
rQ6w-GNt41k,70358,1,local-hit,train
3JWaqXmcMhc,24002,1,local-hit,train
5byMU2m-VR8,57482,1,local-hit,train
V3WBFNa9nfM,51289,1,local-hit,train
Z1vu0lQcao4,74095,1,local-hit,train
iCa9QYGxU4w,50422,1,local-hit,train
uwcJxMfBQEI,57233,1,local-hit,train
9_6mTsagV4g,57861,1,local-hit,train
BzWozJ2Ab4Q,75553,1,local-hit,train
FX39IolCAOM,74677,1,local-hit,train
PKMGhIPuWhg,70688,1,local-hit,train
w1pBz6NOh0E,27750,1,local-hit,train
70X6UESju9o,39467,1,local-hit,train
JOW9xZXU2Dw,45927,1,local-hit,train
Oi3a1mSLogU,21050,1,local-hit,train
W4Dwqj0H4Sc,38792,1,local-hit,train
K4S09QQDlH8,69169,1,local-hit,train
shtgJJu7xIM,77638,1,local-hit,train
xwT5vvgmUn0,28134,1,local-hit,train
hlonp05tqN0,59791,1,local-hit,train
6IPs2_6dVCg,41067,1,local-hit,train
N0-BDIsZuts,74367,1,local-hit,train
__74H0h8ZhA,57812,1,local-hit,train
2U1BhTOJy7c,57305,1,local-hit,train
o3zEQFZ-b5c,22116,1,local-hit,train
h5uBgqV9o8U,75561,1,local-hit,train
vu8R3nBWZvI,50725,1,local-hit,train
8OQxllXHsfw,39771,1,local-hit,train
bp5IVW1BBqc,73075,1,local-hit,train
jtp10mCjFOk,61548,1,local-hit,train
nZEbgF31lPg,45574,1,local-hit,train
xNQd0w47A4o,65106,1,local-hit,train
9WU_j6OoEgA,59389,1,local-hit,train
DAlaO7zaNxE,18120,1,local-hit,train
XDGJQQ8Lggc,42487,1,local-hit,train
fZik_lylqYI,42750,1,local-hit,train
XRDBPHHbZJo,55606,1,local-hit,train
ckKn0xtwYoo,68828,1,local-hit,train
l9ZCB-boLeU,77533,1,local-hit,train
tqTcSyorW_I,75024,1,local-hit,train
wo6nWYmQ3mw,77099,1,local-hit,train
S0St1JgC6ks,56035,1,local-hit,train
WbDlfLmWjlg,76153,1,local-hit,train
6T6vfzKBA90,52007,1,local-hit,train
7DAjo6FKbTM,69091,1,local-hit,train
MV-vhrE55zM,55152,1,local-hit,train
Rs8EoaW0DzQ,68421,1,local-hit,train
FdRWiOB9Z9c,54184,1,local-hit,train
XxAoTfan0gM,57424,1,local-hit,train
binQlPMq7I4,51862,1,local-hit,train
yIGr7TBs0A0,38230,1,local-hit,train
RDWPqWhXl-U,68858,1,local-hit,train
W6llYiX35Wk,54912,1,local-hit,train
RJj1ys7O23E,52899,1,local-hit,train
9Gn2JjbrTtM,66193,1,local-hit,train
HOoE-diXoyc,67877,1,local-hit,train
VqPKT6eIoVg,63392,1,local-hit,train
DKC76rEyn8c,50694,1,local-hit,train
FkfzEyRhbnU,60222,1,local-hit,train
wlNu_F9bgtk,36506,1,local-hit,train
wkLLfBhZQeo,31621,1,local-hit,train
2DKHOJb-SVY,61793,1,local-hit,train
81w9nHaocd0,59225,1,local-hit,train
EaBI2O4rSUA,57735,1,local-hit,train
L5HFi0wAJSE,35642,1,local-hit,train
yad1JxQfHBw,24431,1,local-hit,train
EBmDkPj3LXg,49575,1,local-hit,train
cGez-9AnggI,72291,1,local-hit,train
cSoq-Q6Rb48,30127,1,local-hit,train
wigfqU_J8Oo,49658,1,local-hit,train
SKXTNNQmdHI,74998,1,local-hit,train
oOv-Epa-H48,62717,1,local-hit,train
thcaW7fszJU,75854,1,local-hit,train
MeLVdWkt22M,64161,1,local-hit,train
iggEijtbL4k,60284,1,local-hit,train
BckqHBqFgQQ,76743,1,local-hit,train
LGyTyGT6aIo,73941,1,local-hit,train
rktH_6YeJsg,35288,1,local-hit,train
2BiOWK9nNnQ,52786,1,local-hit,train
Axc9KMr0mEo,71355,1,local-hit,train
Tm3_IK2wXlU,68259,1,local-hit,train
VJn-dMvn1_k,63082,1,local-hit,train
b_gIDecQl-g,59765,1,local-hit,train
2eHmkStkJyA,77856,1,local-hit,train
Tqlu48rqcY0,35445,1,local-hit,train
dIzPEpLv7LI,27191,1,local-hit,train
15zuR3hUBII,42499,1,local-hit,train
St-L8b4re6k,74857,1,local-hit,train
zfKlXMwMvdE,42588,1,local-hit,train
2f69WwCCQCs,52657,1,local-hit,train
4UW_Gis4wYs,33579,1,local-hit,train
K-jko-rQ1jY,44921,1,local-hit,train
UwwvTDcPBdM,44724,1,local-hit,train
_n_eaMN_cJk,26992,1,local-hit,train
_vNiIn_tKvQ,42160,1,local-hit,train
rNk1qYdAK_k,76367,1,local-hit,train
37huf2JlWSo,50190,1,local-hit,train
4cfu1Sx4rH8,35294,1,local-hit,train
NXBt6OMkQO0,53191,1,local-hit,train
mJTHRWRjdy4,24164,1,local-hit,train
dxMZVk46z5Y,68700,1,local-hit,train
hML1t9B86Dc,77663,1,local-hit,train
ufY1ywULWoM,40214,1,local-hit,train
HDWOLu8ipPg,77275,1,local-hit,train
WwUiy6nnKyo,77842,1,local-hit,train
9cyW8t3AJZU,70050,1,local-hit,train
O0-g1N-7k2Y,77785,1,local-hit,train
wKJyTqdhSxA,54559,1,local-hit,train
DmRlR_Opets,65029,1,local-hit,train
LHF1HP9iMVU,46571,1,local-hit,train
M2JuG03s4Yk,46481,1,local-hit,train
edqZRH4yzLE,67477,1,local-hit,train
He_3V4x5qko,52066,1,local-hit,train
kEmQGv7UG88,42757,1,local-hit,train
hJObkUmyKQQ,59107,1,local-hit,train
XOkjPvmpPBQ,65161,1,local-hit,train
YCkO779AvEk,72476,1,local-hit,train
eZ8ypb-t2dg,33605,1,local-hit,train
mg3xsFVI4ws,75388,1,local-hit,train
s8hbnLmE1AI,64986,1,local-hit,train
wBS4foqmnCY,65440,1,local-hit,train
Wrf_gE1CcZE,64474,1,local-hit,train
q_18xMS9axk,69087,1,local-hit,train
T_6BkFIJ6Os,66213,1,local-hit,train
YVo5AlCfQJM,34143,1,local-hit,train
hh_0UD8fUPo,63307,1,local-hit,train
o7Tyrg4vucE,47799,1,local-hit,train
tTl5rymNLCE,75748,1,local-hit,train
v3j2Lamq1s8,46046,1,local-hit,train
yWtvk08F0WI,45316,1,local-hit,train
Ok-PpA_AZ3s,54263,1,local-hit,train
QivDtHr0NbI,36238,1,local-hit,train
R-UKZ4sDllA,48859,1,local-hit,train
o5Z-HZaCQzU,72185,1,local-hit,train
7gR3q2wcpcA,60301,1,local-hit,train
AwqaR-1sKoQ,51362,1,local-hit,train
oOMGRpWSv1Q,76951,1,local-hit,train
dON9QrfzWGI,43401,1,local-hit,train
p97LYeA0a7U,65361,1,local-hit,train
9GiVdPpx9Go,67012,1,local-hit,train
U8YUmTs__3M,75592,1,local-hit,train
_sFGu_hNeb0,63154,1,local-hit,train
eNFVnf21eIA,39558,1,local-hit,train
jv5TCV3XkO8,75348,1,local-hit,train
meCrCGyw3CE,25750,1,local-hit,train
3X3QLdJoeSY,73742,1,local-hit,train
aG7Zc7UqYHQ,68614,1,local-hit,train
uax8PVDNPE4,54267,1,local-hit,train
zUPw3USpKhs,66305,1,local-hit,train
0HdB04HVgxQ,66129,1,local-hit,train
3vnHVsymOo8,63442,1,local-hit,train
PdWuOYW4dUA,37011,1,local-hit,train
l545IL2h7Gg,76646,1,local-hit,train
MB9flDyFm3c,27306,1,local-hit,train
WUtwcQU8cHk,63780,1,local-hit,train
f-ryOwjikbY,68682,1,local-hit,train
iAhwjv7yD5A,48782,1,local-hit,train
t_q0DKN6_7E,49601,1,local-hit,train
whSsUUMquN4,50899,1,local-hit,train
18hJbQ1i8l8,73392,1,local-hit,train
b8TJLeAifh8,66472,1,local-hit,train
GEOJ3pjH_Nc,62510,1,local-hit,train
hFPTqJNPucs,44730,1,local-hit,train
iQKH8cuY-3w,76062,1,local-hit,train
OT-If-AQf6A,48844,1,local-hit,train
Qhah_5zOKro,60097,1,local-hit,train
YTVSjfPQYtc,70260,1,local-hit,train
hxC_ldGrbdg,46817,1,local-hit,train
iqJUsg1TbdQ,72371,1,local-hit,train
zfwvd_jADx0,69937,1,local-hit,train
VfXcTTN9x0k,60537,1,local-hit,train
kJxZj1IZZ4Y,26682,1,local-hit,train
qI7N-dLJ2QY,29054,1,local-hit,train
yk_Ybuvh27M,62746,1,local-hit,train
Xk7hkRYsNsc,76153,1,local-hit,train
wdwN02VcXx4,50346,1,local-hit,train
2hivhs31ZpI,69993,1,local-hit,train
4x0nj21CVOM,47808,1,local-hit,train
M_iHPZAbKME,45419,1,local-hit,train
Y1wrYf8cUeU,62618,1,local-hit,train
gFavDUqhv3g,67289,1,local-hit,train
xpbLSzpXrA8,72992,1,local-hit,train
PM_yiGOS9Ho,40461,1,local-hit,train
fFRR3NuWBss,19235,1,local-hit,train
1_u0SxAOpaU,32048,1,local-hit,train
Ilo6e-r18b8,76653,1,local-hit,train
r-Z9zaeVQOY,57448,1,local-hit,train
5Xyl3dsHy_I,36308,1,local-hit,train
AmERT3B9jjw,55561,1,local-hit,train
GZjuAU65Cnk,57409,1,local-hit,train
4frkoOsrez4,44988,1,local-hit,train
6Nr5zsNW_kI,63250,1,local-hit,train
NKstKaoPRbA,54873,1,local-hit,train
ZRsMxCaHpDs,56942,1,local-hit,train
bKqo6t0cQXQ,51219,1,local-hit,train
j7O0pN59534,71539,1,local-hit,train
rercLLXJfzY,73472,1,local-hit,train
NMWZQyZtLZA,54557,1,local-hit,train
_sgmAkwN2Us,72264,1,local-hit,train
h20X6P6gT9k,67593,1,local-hit,train
s7n4POjxxzc,54465,1,local-hit,train
C5nWUjoUxFg,41454,1,local-hit,train
JhSOQpEyocQ,36182,1,local-hit,train
Wurrw2uU344,76463,1,local-hit,train
apB5s42YHCA,67793,1,local-hit,train
oQLF4IM50vg,57525,1,local-hit,train
vByC0BoJpbQ,60698,1,local-hit,train
A2HrZ-L3zTc,30682,1,local-hit,train
An5qMLeSA5Y,71150,1,local-hit,train
VFuQhg4D-D4,43269,1,local-hit,train
j5jITENqFqY,61665,1,local-hit,train
lneaXPYFpIk,70594,1,local-hit,train
6ahA2q73Pdg,28846,1,local-hit,train
OoUITlMwTJQ,54448,1,local-hit,train
XmGuySu_h5M,39930,1,local-hit,train
JmKSkibkFrc,39858,1,local-hit,train
LWVxZQXCN4U,69511,1,local-hit,train
x-641lHZdKU,50354,1,local-hit,train
82QKYL8Pyv0,70767,1,local-hit,train
AbxcRSsuZLY,36710,1,local-hit,train
CuYJu6I-PFk,76426,1,local-hit,train
VxirBru9FNI,64187,1,local-hit,train
iCHNKPbJxjA,57751,1,local-hit,train
49awfee6cvA,54268,1,local-hit,train
85eqI70wLjM,42308,1,local-hit,train
rum9L9FeYUY,77706,1,local-hit,train
5eWtSc3t_Js,65878,1,local-hit,train
HcTnk9bMhiE,52501,1,local-hit,train
saVtEnsc4Dc,67734,1,local-hit,train
8cGLfyFbVG8,76966,1,local-hit,train
up2R3p9Kf6w,64725,1,local-hit,train
A3Six4DhSgc,28231,1,local-hit,train
cCo0UkAIsoM,52818,1,local-hit,train
lYa0lcv0-1M,59834,1,local-hit,train
t6ewfagKEcM,59219,1,local-hit,train
8o6X4ujHwCQ,33739,1,local-hit,train
KgQRhkeHTuU,56434,1,local-hit,train
UBINkbYPu9Y,37901,1,local-hit,train
p6RL144TYIo,70152,1,local-hit,train
Lt_fRIHAd3E,67559,1,local-hit,train
nuYUs3uRJfo,51195,1,local-hit,train
HDwGb-0dI60,65977,1,local-hit,train
IgiW62amBD0,57264,1,local-hit,train
Y1vOq54Wozk,74671,1,local-hit,train
t03c-mACK5Q,51621,1,local-hit,train
x-mcCVRz0HA,73197,1,local-hit,train
FevdQGlUYNI,59614,1,local-hit,train
R_2TdLh5l9g,26272,1,local-hit,train
bUq0R8jwjxY,15420,1,local-hit,train
dmnxU17AVhU,69051,1,local-hit,train
do9lEAXRh4I,54654,1,local-hit,train
nfucjOtnSXI,40425,1,local-hit,train
1zEayBEcQaE,69009,1,local-hit,train
BbFEwBAKA_Q,52661,1,local-hit,train
eQKfxT4Z9Yw,54133,1,local-hit,train
ldAXJMUzlZQ,75125,1,local-hit,train
14KrH9Zxpbg,57939,1,local-hit,train
2NRaccr9Eb0,37121,1,local-hit,train
5Chgu15pJcI,48971,1,local-hit,train
6Y-yBkGeHJI,47184,1,local-hit,train
EUcuMkOvVIY,54283,1,local-hit,train
FFsr6Gtt0zw,34447,1,local-hit,train
FG7YquCz6dI,77064,1,local-hit,train
FemFv36DKZ4,55688,1,local-hit,train
JJ0gLXcFF0c,33918,1,local-hit,train
NUKbT9GolTk,73563,1,local-hit,train
VdGK39UPOlk,55945,1,local-hit,train
bgHyD-vvYvw,32121,1,local-hit,train
ecsTveFPLp8,55354,1,local-hit,train
v0iEML-URok,27302,1,local-hit,train
4x4ajdA05n4,55991,1,local-hit,train
BaqOB-EvppM,73541,1,local-hit,train
PEV7A4FDnQo,58653,1,local-hit,train
PoRsm7Xrs1E,28274,1,local-hit,train
1t9R5OS9zlE,71235,1,local-hit,train
RQtq6E9Ojz4,65348,1,local-hit,train
hSBm1eyQA98,72776,1,local-hit,train
1tHexYm6yUs,30542,1,local-hit,train
IQ4Eg47JiHY,69047,1,local-hit,train
PNseALTuHkU,48981,1,local-hit,train
PqkYU-Yi1iI,67539,1,local-hit,train
XTi4kirO5Tk,48106,1,local-hit,train
j9f1LkO39-g,49470,1,local-hit,train
JeRsOZ4lUB4,66930,1,local-hit,train
Nr8Mvo8Ov7w,65855,1,local-hit,train
XEjrfsE4F9o,62962,1,local-hit,train
luHSwf--7n8,21498,1,local-hit,train
teVT1BGumA4,49282,1,local-hit,train
z35sGMnlmKY,52059,1,local-hit,train
30novd3Pl0M,67669,1,local-hit,train
BT9N9y6f35o,70203,1,local-hit,train
LVS_qlQ8ptc,44024,1,local-hit,train
QomkR1jzkdA,75115,1,local-hit,train
WJIQedOItQ0,52758,1,local-hit,train
o3-CJ6FENUc,64237,1,local-hit,train
5Lp6XI5UhRI,69416,1,local-hit,train
ATyc3mle1YY,44547,1,local-hit,train
H8qrAZY52jU,67486,1,local-hit,train
LaOmCZC9kUE,49329,1,local-hit,train
WXR8xdZIzIY,52711,1,local-hit,train
l4WZec87LB8,63733,1,local-hit,train
tTthtQrQFNI,61809,1,local-hit,train
wLdV94Ghc18,57924,1,local-hit,train
5IPUVo8DIzA,65943,1,local-hit,train
SPCP06Z5FKY,65869,1,local-hit,train
vAqRews_-DQ,77122,1,local-hit,train
wQspJUoFHjA,73872,1,local-hit,train
9-Q28Jv88A4,43709,1,local-hit,train
j3zDOkMevu4,64083,1,local-hit,train
wZOA33Gumxo,40883,1,local-hit,train
Vdz9RIjGoRk,40599,1,local-hit,train
eb4VJaodzRQ,56484,1,local-hit,train
u6ukCkxMwuc,68364,1,local-hit,train
xZnb7YzjtPA,40967,1,local-hit,train
yNqhnBJDtZ4,57496,1,local-hit,train
6091JSh62DM,77298,1,local-hit,train
ITavfgkWpKg,37635,1,local-hit,train
kp7negEzONQ,33645,1,local-hit,train
nq1ZACcmawg,69139,1,local-hit,train
z3xk1Ng4RPA,62282,1,local-hit,train
PuIH48JXsNA,52312,1,local-hit,train
k9aaoj_Rjio,76552,1,local-hit,train
5AvupGdI2Aw,40454,1,local-hit,train
HBR4iGIhbag,63109,1,local-hit,train
VzAzf_X-AYQ,70634,1,local-hit,train
WTyIeFdx53s,60592,1,local-hit,train
dk4Cz_fgUiU,50517,1,local-hit,train
n87ODmJ0j_Q,73212,1,local-hit,train
51TgDpW8o7c,31519,1,local-hit,train
Aoz0mnHwIVg,25919,1,local-hit,train
zbg5PP88Xyw,54281,1,local-hit,train
PvFJ7z5UdqU,41958,1,local-hit,train
nKrUfybqJGI,72863,1,local-hit,train
rMYKBNMna-Q,67726,1,local-hit,train
3YFtuqMqTdo,47933,1,local-hit,train
92X5fGQSm9w,78032,1,local-hit,train
VB23bJ_904U,75025,1,local-hit,train
b03nv1dSmX0,20156,1,local-hit,train
pWkB5J5IyeM,75454,1,local-hit,train
CEEwkFuoKPE,77272,1,local-hit,train
FPYgv_lK8MI,41189,1,local-hit,train
UUqfrvtRZ0w,65442,1,local-hit,train
iCfhUN3Zy80,68261,1,local-hit,train
0V-8jrJ0eSA,77944,1,local-hit,train
0mKYnTZvIUM,19438,1,local-hit,train
hFF-O8UJK68,52754,1,local-hit,train
pAXq7H9paNA,49221,1,local-hit,train
pNCef_0lVD8,37618,1,local-hit,train
zabC15YHdew,69689,1,local-hit,train
IC4ZPBkA9pQ,68724,1,local-hit,train
rAj6ZspPMW4,75414,1,local-hit,train
y3pAG-Plzu8,67221,1,local-hit,train
0VoaL1wBb2s,62715,1,local-hit,train
EJMBx3f3xgQ,42552,1,local-hit,train
LPc9U4-W-wU,16874,1,local-hit,train
AUiAlPAM5WQ,24940,1,local-hit,train
8nyzPl-Yle8,74870,1,local-hit,train
f_slFZce0kE,32466,1,local-hit,train
mnbhguLE_R8,43229,1,local-hit,train
xY1eqVSSuus,36187,1,local-hit,train
xuHBaIc16K8,58738,1,local-hit,train
2XPNgyZnHHg,47052,1,local-hit,train
6FKZU13a8Yo,17687,1,local-hit,train
b3LKBp3KliQ,47760,1,local-hit,train
iKsk-wPZpP8,47212,1,local-hit,train
Dq1oLFExcKE,59714,1,local-hit,train
TaNwZmFfupo,30055,1,local-hit,train
dAydBNp79b8,47836,1,local-hit,train
jphhKfOUCPA,39566,1,local-hit,train
otFY17oW7Ds,66240,1,local-hit,train
sIzZocyiUow,70270,1,local-hit,train
7L-EhWRuulM,65292,1,local-hit,train
9Df9pAqc5S0,50688,1,local-hit,train
HbjAaVNM7zA,23574,1,local-hit,train
QNwhQpeV8Y8,57129,1,local-hit,train
t2DV__3EYbo,76704,1,local-hit,train
C54-nSAihho,67225,1,local-hit,train
jD0YRVcMJJU,27329,1,local-hit,train
asxwCpT8J7U,24988,1,local-hit,train
gKoxcllfp8U,76718,1,local-hit,train
mDaoqIAFvkw,24835,1,local-hit,train
0BreX868M68,32831,1,local-hit,train
6dAb4fNJ7EA,69039,1,local-hit,train
ZEn-nmHSrHg,68448,1,local-hit,train
ZRhePrvOhOA,74509,1,local-hit,train
wglVCrRJH7I,39216,1,local-hit,train
ya8KbIHyqUM,50844,1,local-hit,train
ysqxhxzqmnU,53221,1,local-hit,train
2eA2Koq6pTI,59326,1,local-hit,train
8XNrax8Zl5c,67942,1,local-hit,train
ILHUOXBxuWc,39774,1,local-hit,train
VgqHosk7Bm4,48547,1,local-hit,train
WYNUaMKlOC8,47410,1,local-hit,train
de7XX8ahmpI,28808,1,local-hit,train
SJNCoQ7_cwk,49280,1,local-hit,train
XvR6ItNDGnY,63529,1,local-hit,train
ZH-QEv9nkCA,45506,1,local-hit,train
w8mgfNES5gg,36778,1,local-hit,train
7eyu05Erii0,47940,1,local-hit,train
AShGM1mGegE,26423,1,local-hit,train
I0BIDuUP7_U,69712,1,local-hit,train
rgb1uUOMtk0,40372,1,local-hit,train
TnyqQjg6yg8,62852,1,local-hit,train
hPauAd1lUeE,67660,1,local-hit,train
neelywTEXOc,33383,1,local-hit,train
tJ50RSkypRs,77637,1,local-hit,train
w6y9vkJdMbw,76056,1,local-hit,train
SOH3c3N74xI,65927,1,local-hit,train
WR_q_2hoVgI,75335,1,local-hit,train
Z-27hw0DqPA,64385,1,local-hit,train
b14yaWbgDcY,50946,1,local-hit,train
0YOcyJMxvl4,76433,1,local-hit,train
8He_ScAv9II,57412,1,local-hit,train
AoM998Gt5Jg,67062,1,local-hit,train
IPWzbi6iRWc,52452,1,local-hit,train
KNXm2VdANKE,73329,1,local-hit,train
MOpOxVwand0,43732,1,local-hit,train
Rtdm-4fdAmg,45605,1,local-hit,train
UrbZrJr580E,46123,1,local-hit,train
fzvXO_6FUyQ,53186,1,local-hit,train
ufBq29lGhdc,70776,1,local-hit,train
0r2ZTij3EoA,64794,1,local-hit,train
2_PS6PwIN7Q,32520,1,local-hit,train
LXwTuoGFkIE,46727,1,local-hit,train
pEOb62Ldg3M,48959,1,local-hit,train
qw41OcQUpAY,40508,1,local-hit,train
wGL-IAtucjU,49118,1,local-hit,train
B1S4dro8iEA,66140,1,local-hit,train
JR4oW73Yw8c,42928,1,local-hit,train
bxlBt-wYrvQ,43401,1,local-hit,train
tBhaBrnhSrc,57877,1,local-hit,train
wYFbduSG6jg,70584,1,local-hit,train
4KNyeSKCikc,70032,1,local-hit,train
MXxv-dnMDMU,62901,1,local-hit,train
spw7ptp0q_U,40667,1,local-hit,train
ub4CYFoqBMA,77138,1,local-hit,train
dAYPVcDm_4E,36110,1,local-hit,train
79rHtfSFAfk,62551,1,local-hit,train
BGmGYXqdyPM,68718,1,local-hit,train
D33uWZZ3McE,72303,1,local-hit,train
nZAnhdrmDS0,46841,1,local-hit,train
5MEyN0SAqHk,78107,1,local-hit,train
IeKyNs0IJ-k,32556,1,local-hit,train
JX1Fl9k7lBc,68296,1,local-hit,train
S29XdZLrSh0,50120,1,local-hit,train
Tq5E29wzHSY,30703,1,local-hit,train
_R5nCRbN3wI,23461,1,local-hit,train
v4Dn0DuzvFI,39588,1,local-hit,train
y9teNalP4fI,29979,1,local-hit,train
0RsZdDRw6Kc,41924,1,local-hit,train
31aFVEJj6BE,48831,1,local-hit,train
9r980hMmsr4,18534,1,local-hit,train
HqWwbQy0SCA,57792,1,local-hit,train
JWBeP31hIuY,50350,1,local-hit,train
MyI1MSsd2bg,68515,1,local-hit,train
N965HzWVax4,41269,1,local-hit,train
RoNe3GMN-zM,68583,1,local-hit,train
VRnzyxp6L6Y,64436,1,local-hit,train
g09MRwfADRI,66140,1,local-hit,train
xIIAsFhv4V0,29380,1,local-hit,train
xYY-uibtHIs,75399,1,local-hit,train
xudH7nSSqHI,65970,1,local-hit,train
5xgSiLYXLQQ,77130,1,local-hit,train
732w5Wu-jjE,63988,1,local-hit,train
9FvfJzhN8ZE,38797,1,local-hit,train
hCsMCq2w2dk,54276,1,local-hit,train
wqu_kmMBYPA,34018,1,local-hit,train
zMwuMlIP1sQ,74331,1,local-hit,train
BAeIIj47IJg,68401,1,local-hit,train
LM8aLIBEeyM,35636,1,local-hit,train
e3dmdQalVQ0,34723,1,local-hit,train
y-a0uZ8Z9LI,75602,1,local-hit,train
