video_id,final_views,num_country,popularity_category,split
5cg2sHrHJRE,2665815,16,global-big-hit,train
6ldgr3RRLVc,7630691,9,global-big-hit,train
7g0Jh4h5E1E,4242087,7,global-big-hit,train
FLoR2Spftwg,1795892,14,global-big-hit,train
L4hq6RHEOfg,2913344,20,global-big-hit,train
UB4FzllQCyc,27683755,9,global-big-hit,train
hlJ2FQqmUMs,5628095,9,global-big-hit,train
otAVz30SDIg,5658193,14,global-big-hit,train
uomNP_tcxdA,2631324,9,global-big-hit,train
x1CpfAr4gAo,1706379,10,global-big-hit,train
9_3fbvQgyzA,4429871,10,global-big-hit,train
ClEHz1aVFrE,2919695,8,global-big-hit,train
JLcdjysXPgs,1877156,12,global-big-hit,train
SgV0-0puqWM,5972643,9,global-big-hit,train
WCRBKyYSg-U,5096999,6,global-big-hit,train
dfl9KIX1WpU,14657527,7,global-big-hit,train
rPJfeOXcYFQ,4173615,7,global-big-hit,train
u7ApR5gGRbg,2106848,13,global-big-hit,train
uVlXqx_Tiag,1281891,9,global-big-hit,train
5gLe94rL77Y,3952201,8,global-big-hit,train
7jKze614bT0,9149579,7,global-big-hit,train
H9gvXk2jzfU,2312558,6,global-big-hit,train
IDOI4OvAkOI,640589,6,global-big-hit,train
b2xr6_2wyIQ,1420593,11,global-big-hit,train
hG9ZibRy26c,1212643,17,global-big-hit,train
Id5fOS9zGAA,1983310,14,global-big-hit,train
T9_etw9wkJw,1392924,9,global-big-hit,train
TGxGpsoZTKI,3979791,10,global-big-hit,train
Y3fyRB8tIhs,2305506,8,global-big-hit,train
sx6AymaJRGs,7056224,13,global-big-hit,train
xYMvz4uVLlc,2328023,12,global-big-hit,train
y6CSet2QDW8,1232220,14,global-big-hit,train
3Jvh4im7CgU,1752018,19,global-big-hit,train
90cKBJdzt4Q,3286778,7,global-big-hit,train
Fh9jrKIU8Js,3190873,6,global-big-hit,train
MsUSme6ABMk,3046518,6,global-big-hit,train
QaXhVryxVBk,89257768,24,global-big-hit,train
Say0ipw8T2o,3101055,14,global-big-hit,train
ZzaQeYsxiFk,8094310,12,global-big-hit,train
bPiofmZGb8o,15000619,13,global-big-hit,train
ddG5NPytr5I,2382531,11,global-big-hit,train
dtpARfzLvIc,635435,13,global-big-hit,train
eZzOkjGPR_Y,918611,11,global-big-hit,train
l2VntcP3gW8,748937,13,global-big-hit,train
nDMykSkTaPU,6217636,6,global-big-hit,train
r4P-WOOUPk4,23227189,15,global-big-hit,train
tcYodQoapMg,78921189,17,global-big-hit,train
vUi_OrUV0TA,4101183,22,global-big-hit,train
vny-pdtIPho,10612869,13,global-big-hit,train
xUi9B4u_k7I,4912592,6,global-big-hit,train
zu3k2PJumfI,2629714,13,global-big-hit,train
05HNhZRMO00,4046241,9,global-big-hit,train
7a1H2r5Z224,662262,6,global-big-hit,train
9GT8xvmt6y8,3621338,6,global-big-hit,train
CsIjmPT1yLo,1143497,8,global-big-hit,train
IoZri9hq7z4,20041376,7,global-big-hit,train
L4MEZhhGNUw,1420837,10,global-big-hit,train
QlXOo5VX1Ck,4867308,9,global-big-hit,train
SHnJW0jykwU,874628,12,global-big-hit,train
gZA4zIlmGXM,1398375,12,global-big-hit,train
qxOeWuAHOiw,10626643,12,global-big-hit,train
05HuTGeF5AA,20468051,11,global-big-hit,train
2dFFTH6SdjA,664252,9,global-big-hit,train
5AzCHtbmW-U,5766996,8,global-big-hit,train
9pM9tKC02aA,2064803,6,global-big-hit,train
UgW8UkS1kqI,4850319,11,global-big-hit,train
W6VAcahIr4o,3281994,11,global-big-hit,train
ozGr4IsTUng,9798394,10,global-big-hit,train
Vd9QkWsd5p4,20040320,10,global-big-hit,train
WCnxokw25mg,791126,10,global-big-hit,train
crj15nougsQ,1043430,10,global-big-hit,train
fa_DIwRsa9o,20977058,7,global-big-hit,train
gGnsQRI5sM0,1503890,10,global-big-hit,train
hDaxk4MphBk,4414835,6,global-big-hit,train
jyNTadLmdng,2937142,10,global-big-hit,train
6xXtLAuWMbo,10085270,8,global-big-hit,train
BSec4AYMi8c,1798998,9,global-big-hit,train
Bq33Pz4w9sQ,1552638,8,global-big-hit,train
FdAh2HJ98WE,6071693,9,global-big-hit,train
Gow7HG7bwpM,14841493,13,global-big-hit,train
IFwJbkfmbXI,1105851,9,global-big-hit,train
IUJEndmk5hw,1554957,9,global-big-hit,train
Qh2UmXaa-4E,8489844,8,global-big-hit,train
QtMzV73NAgk,10747101,9,global-big-hit,train
kSAo_1mJg0g,4250789,8,global-big-hit,train
t-7dK7UQZRE,2980567,6,global-big-hit,train
5Bn7YC3YACg,633545,8,global-big-hit,train
7BYnHil8BfI,4513672,8,global-big-hit,train
Hh4sXeZ56u0,1199660,12,global-big-hit,train
hUTQIByPlTQ,4948632,6,global-big-hit,train
xRg0z-T4u88,2295319,7,global-big-hit,train
xiPPQtRC-rA,2064729,17,global-big-hit,train
3VTkBuxU4yk,25460799,7,global-big-hit,train
65MudeQdTrc,3861498,7,global-big-hit,train
9CGznOpNGZE,1076943,6,global-big-hit,train
FujIXozYeN0,3711068,6,global-big-hit,train
LP6ppSM3xq4,6584719,6,global-big-hit,train
dpdntMF48qE,2174835,7,global-big-hit,train
jdVso9FSkmE,13329577,12,global-big-hit,train
u-7Y8hqgb30,2504366,7,global-big-hit,train
XhGlYyzBI-w,2904614,6,global-big-hit,train
daCW-oicRPs,4789037,6,global-big-hit,train
k5Yk5TVhDvQ,20204191,8,global-big-hit,train
npZoWxdZXVc,3775369,7,global-big-hit,train
8f_Y7b5iiTc,5405785,10,global-big-hit,train
Eyt-3Vfp4HI,3869000,7,global-big-hit,train
IxK4aHsPRNI,1386708,15,global-big-hit,train
R3y_pXpxuBs,1295714,12,global-big-hit,train
RwVM0jo_0JI,1071147,7,global-big-hit,train
d-HHuVrbPl8,6266149,19,global-big-hit,train
drL5GxJF3R8,938706,7,global-big-hit,train
g_YsirCRUPw,4320938,8,global-big-hit,train
veIK9yEabNc,2210997,10,global-big-hit,train
0nvtk-TBO2M,1196042,9,global-big-hit,train
AIs--eip4Is,1729679,6,global-big-hit,train
MZWina8plDk,11946932,7,global-big-hit,train
8N0zoO6Zba8,780876,12,global-big-hit,train
TmBv2-bYFOA,2921730,11,global-big-hit,train
YfpxLOqQVcg,4246934,7,global-big-hit,train
l5M8guO4Z_0,838120,18,global-big-hit,train
8_n8ve6cURw,1710716,21,global-big-hit,train
DLEVyzWn4Oo,1108208,7,global-big-hit,train
HXoj9rOWSO4,1235996,17,global-big-hit,train
yDqPePJ4BKc,8725269,9,global-big-hit,train
1Cd2SlsFwP8,645754,11,global-big-hit,train
AR6ovvs6Ihg,20631900,18,global-big-hit,train
gBq9Zcs_5D8,45053985,6,global-big-hit,train
gmmo4CvLliA,653917,8,global-big-hit,train
0x7fAKkjS30,746951,10,global-big-hit,train
452iQ8ttIcc,3840311,12,global-big-hit,train
5lwYBvB8ZsQ,1362570,7,global-big-hit,train
8aaFXfQO5UM,666654,14,global-big-hit,train
BNdJaetPrlg,6961484,13,global-big-hit,train
BmzFSKGwx54,13305662,12,global-big-hit,train
DFeo6BXRt1A,1338912,6,global-big-hit,train
F9QJKWZyfd4,817049,8,global-big-hit,train
FqoEG9TxOg0,1502783,7,global-big-hit,train
Izib-Il9lDY,4813899,8,global-big-hit,train
K-rpnAf-uQ8,3152826,14,global-big-hit,train
O2ECkVCEKtU,4710486,8,global-big-hit,train
R-bRiUluWpI,1280861,16,global-big-hit,train
RjbNMogQw8s,19042758,12,global-big-hit,train
TeSiJmLoJd0,7893382,15,global-big-hit,train
Ym3toxDttMo,977305,8,global-big-hit,train
Z0hEFa52Bdo,2277721,17,global-big-hit,train
aIoK9IPNbQY,1839675,9,global-big-hit,train
aIwTGjLmfVM,7291023,9,global-big-hit,train
dg_bMwaGZxM,3919323,19,global-big-hit,train
e9tl3TXaKJs,1356431,11,global-big-hit,train
grdLycdY0Z0,4641861,8,global-big-hit,train
impSuIygMiQ,8014110,6,global-big-hit,train
moOxq_8l_34,7754175,11,global-big-hit,train
tYcJFd3sQZw,1176353,13,global-big-hit,train
yQh-Y-DSW9E,672961,8,global-big-hit,train
1-kY_AH9pys,2860819,13,global-big-hit,train
2Q78XXkhx0o,2493902,10,global-big-hit,train
CUJhtZZWZZI,5221173,9,global-big-hit,train
M03ICkLrHOk,3168514,6,global-big-hit,train
Un_VvR_WqNs,11011503,9,global-big-hit,train
its8LNboFFo,5845108,9,global-big-hit,train
yKhIUHDgwpI,5186859,8,global-big-hit,train
5XweRMLv_9Q,1373024,8,global-big-hit,train
KjRh6jYMQ5E,794596,11,global-big-hit,train
LmBYPXGqtss,21286107,11,global-big-hit,train
MILz2FDmh1E,41519017,23,global-big-hit,train
MNdpNnwwtTQ,1266206,16,global-big-hit,train
WtHmBXlZCAs,1332049,13,global-big-hit,train
YHLVMmRc0xA,939635,8,global-big-hit,train
kCBJfr5qU-Y,1336382,7,global-big-hit,train
rXgkLtcCjcA,10256852,10,global-big-hit,train
sZ420sDOumE,4005876,19,global-big-hit,train
uZw2HFskrIY,691548,7,global-big-hit,train
7hg9Qym5gSE,3249243,18,global-big-hit,train
Bb8BYOjzGiQ,4292532,12,global-big-hit,train
J317BwBDgt0,3946836,12,global-big-hit,train
LyC855KdBKo,8661008,17,global-big-hit,train
Uo-ZphDU06Y,6622478,9,global-big-hit,train
WSbNJbdG2y4,1593505,9,global-big-hit,train
_dNPKC7eRmQ,740588,8,global-big-hit,train
aIj2ndUEib8,1294220,7,global-big-hit,train
e2QEG9byUGg,1105115,8,global-big-hit,train
krQdQ_XgCC0,4837920,7,global-big-hit,train
w8L5-Ah_mGo,4736717,8,global-big-hit,train
5AwdkGKmZ0I,9292874,11,global-big-hit,train
8rxrPM4G4tM,3625884,8,global-big-hit,train
GxdY1uQI_3U,594001,8,global-big-hit,train
M4DwGuTINsc,38954465,19,global-big-hit,train
n12P2nzoUkQ,3946423,10,global-big-hit,train
p8_YI_dNImM,4340173,16,global-big-hit,train
sLmLwgxnPUE,8138682,7,global-big-hit,train
gYwbhOKeiKU,1393237,10,global-big-hit,train
kVDMKPiuOQs,1521301,7,global-big-hit,train
v7dsnMbRAHY,866642,9,global-big-hit,train
0rDbWz63wiQ,3204137,16,global-big-hit,train
4I-p8vjQ95s,5554456,10,global-big-hit,train
9vMLTcftlyI,57541721,24,global-big-hit,train
CB4uArYUYdE,982637,14,global-big-hit,train
Eonu3SixSpk,37768645,22,global-big-hit,train
MXu0Y20nYQs,5000560,6,global-big-hit,train
QDlitxd_yQk,892640,8,global-big-hit,train
cnEjFb6uv_o,2340467,12,global-big-hit,train
fx80EVHmktg,961058,11,global-big-hit,train
hueE1VHushU,2762005,6,global-big-hit,train
041PCvwPW7E,1383298,9,global-big-hit,train
7CFhhZhqy_U,2728834,6,global-big-hit,train
Dh2JaRKTnOg,7071063,8,global-big-hit,train
NCWoKiiCvE4,719896,13,global-big-hit,train
kl9cQR7-BT8,1415016,6,global-big-hit,train
r8YJceX8sYM,1707059,9,global-big-hit,train
AmtFpcWzzLE,912768,9,global-big-hit,train
NJ8bj64rUP8,4718975,11,global-big-hit,train
6DeamF_WVPA,2916627,7,global-big-hit,train
8D2BY-BHTNI,794447,8,global-big-hit,train
B8jCB0Xei88,994074,6,global-big-hit,train
Mt8VnhbbIVc,4447509,9,global-big-hit,train
cMz_sTgoydQ,6382944,14,global-big-hit,train
mAFv55o47ok,4873689,10,global-big-hit,train
qLACUEjyHjw,16808835,13,global-big-hit,train
8t3loVrhopA,5159099,6,global-big-hit,train
9i8SL1Nr74Y,1879336,17,global-big-hit,train
S4TMyRfYaoo,2797527,10,global-big-hit,train
ZeerrnuLi5E,61682157,14,global-big-hit,train
cMCDKVtb0Dw,3073107,7,global-big-hit,train
liqPa5G5zbw,868566,6,global-big-hit,train
1ZqEjt4yHLw,12963076,6,global-big-hit,train
3LZTdvTyKDU,756891,9,global-big-hit,train
eU3wteeUVhw,3046974,11,global-big-hit,train
yujjH4YlGj0,2270351,6,global-big-hit,train
z3Un_C784R8,13867434,6,global-big-hit,train
4X5NZG3Ewbs,612264,8,global-big-hit,train
N2UloXXNzZA,693759,34,global-big-hit,train
NekbVRuR6e0,1565688,12,global-big-hit,train
UsDVCg5v41w,715094,9,global-big-hit,train
W51oF_jw5qM,771835,11,global-big-hit,train
jbTcHM6m0EI,2970681,20,global-big-hit,train
7PBYGu4Az8s,27171727,14,global-big-hit,train
9_3slr1MSyM,6546424,11,global-big-hit,train
Bbv_ZAuohdg,1588093,19,global-big-hit,train
DQGEVqVG6I0,4919763,9,global-big-hit,train
G_VKjGoyoCE,4544554,6,global-big-hit,train
K6eks03y7jI,1039699,14,global-big-hit,train
PXlqAZeamOg,4545276,6,global-big-hit,train
XMt0cubAY6s,8049496,8,global-big-hit,train
_sxUG8O6M2w,15002899,6,global-big-hit,train
cGyFgxvkKU8,5521162,9,global-big-hit,train
eW2JSoU4pjQ,909957,7,global-big-hit,train
n6Fi2xLK5nI,1258533,8,global-big-hit,train
upeqn4Ke4pc,5956391,13,global-big-hit,train
wAdoCK-A52c,1143664,6,global-big-hit,train
4BAwcEW7AyE,1266927,10,global-big-hit,train
AagjAUE8U8s,1556235,18,global-big-hit,train
DLvC_r6GeFs,6296691,9,global-big-hit,train
Q8qWYve1gGs,2783928,17,global-big-hit,train
WyC3iy4ejXc,1492925,9,global-big-hit,train
nyHRdXzFWqc,3709986,10,global-big-hit,train
2dA23z8xZfw,3098102,9,global-big-hit,train
ACt7GHqjG9k,1024466,6,global-big-hit,train
Z1ODZmoyNNc,3179770,24,global-big-hit,train
d7sJUGuMZcU,5314438,11,global-big-hit,train
daUQPN5A2zA,1320086,8,global-big-hit,train
wULaGx-sl1Q,8988130,12,global-big-hit,train
byq5jWhLk8Q,719463,7,global-big-hit,train
bz6VKHSjdFI,1466549,6,global-big-hit,train
g5idjxf4jHI,29664320,11,global-big-hit,train
iDdvQ4pdnTw,2214101,13,global-big-hit,train
nHwVLZedaZs,710612,7,global-big-hit,train
rIvwpeRtK58,5976895,10,global-big-hit,train
xm0G9Jmb-6A,4142885,14,global-big-hit,train
DAS_4qwjeUw,5002968,12,global-big-hit,train
LRWpLcqpkCg,5319288,6,global-big-hit,train
O42UW7rF8yA,1771003,10,global-big-hit,train
20uU6DkkAQ0,770071,11,global-big-hit,train
Hzfw-EX2XvQ,2621622,9,global-big-hit,train
N9lqbhVVTck,41956601,12,global-big-hit,train
q6W5iPZcuz4,1009564,8,global-big-hit,train
qoEUEWCtKZ4,13793907,11,global-big-hit,train
rYnUs7D_-lI,1245640,15,global-big-hit,train
toKKs9VU1Fo,2654556,15,global-big-hit,train
xsl9FjgCLPA,1669237,9,global-big-hit,train
4Zm841eXBqg,7937637,11,global-big-hit,train
5afz2COusA0,15358470,14,global-big-hit,train
7frwiYABtVY,4891498,7,global-big-hit,train
8bQOuK95uYQ,6519395,23,global-big-hit,train
HQq1qBr-CmM,1019972,10,global-big-hit,train
MKIFPaR_ZIo,1944707,10,global-big-hit,train
TZYFA2gS-VM,2025904,16,global-big-hit,train
UPvShrHl6aU,21205372,16,global-big-hit,train
_Pdqk6n6O44,2664348,25,global-big-hit,train
aDoi6mJ1jpM,2772282,8,global-big-hit,train
hc-Mq97aZ2Q,3500919,8,global-big-hit,train
ilUBsMgkW3M,1492866,11,global-big-hit,train
pXvIzWhEWvA,2268025,9,global-big-hit,train
0Glrqft-hAg,686653,15,global-big-hit,train
GySMh23-6UI,9585635,9,global-big-hit,train
OmgziQczKfk,8075769,18,global-big-hit,train
VlFxGiRGO_8,50186481,17,global-big-hit,train
aOnp0kfAr80,5011073,18,global-big-hit,train
d6zu-_XRv1c,17773023,12,global-big-hit,train
hDkuUZ3F1GU,20007056,6,global-big-hit,train
jPcBcL1K5yQ,687369,8,global-big-hit,train
kMpj1QXdkeg,1161550,8,global-big-hit,train
r5kwYr52uhs,8936034,12,global-big-hit,train
utlQf-A6XAE,9552656,14,global-big-hit,train
zdwABziiuVk,3197324,8,global-big-hit,train
5J7zE95UN_s,12770865,7,global-big-hit,train
5NJxIYN1AAQ,759130,27,global-big-hit,train
9PY5yR2DACE,3172613,8,global-big-hit,train
KAhADAUje9g,20341882,14,global-big-hit,train
NHgz_5iVb5Y,8107413,13,global-big-hit,train
VkWFAoeJLUI,9930356,12,global-big-hit,train
XaZ7jAPdecc,56306653,9,global-big-hit,train
_9_qJwC6Rqs,10084518,13,global-big-hit,train
fVchp5PFU8k,2717252,11,global-big-hit,train
j1R9PA5hOvQ,819933,12,global-big-hit,train
mEoCJYNB2gE,626045,11,global-big-hit,train
sc4TzXqtuy0,2224022,17,global-big-hit,train
4MBb1iFrt-g,4879964,9,global-big-hit,train
9rErNtW1YAE,1635773,6,global-big-hit,train
Dc2ZRmuH5OM,33980366,25,global-big-hit,train
KQvKHZoRG8M,2275277,6,global-big-hit,train
PnYeGrJhHX4,1201844,8,global-big-hit,train
RqFIRXdPk2U,3259079,16,global-big-hit,train
VZ6WoPPuDz8,11182684,11,global-big-hit,train
Y8C5bg2xBjY,2642824,6,global-big-hit,train
mKxzJzp6oes,4161480,9,global-big-hit,train
vjF0l-J5t04,5641416,16,global-big-hit,train
9wE_zVEBdTo,3002371,6,global-big-hit,train
DRyQKYkyfU0,66284444,14,global-big-hit,train
E0WASUD9veY,826228,35,global-big-hit,train
Fc-fa6cAe2c,22233593,8,global-big-hit,train
HCuTwNgY3_M,28521702,36,global-big-hit,train
bd_UM45ZH1o,1636986,11,global-big-hit,train
o4OWJTAzb_A,2582693,8,global-big-hit,train
z1gxHexN5DI,23538085,7,global-big-hit,train
7o-x6VR42ZU,1321720,11,global-big-hit,train
A5Glzr2zd24,3632004,17,global-big-hit,train
AbxRGqXuJAg,1364117,16,global-big-hit,train
KKxWfiI_n0c,6207463,6,global-big-hit,train
XK9RV3eeiWo,2053349,12,global-big-hit,train
ayGcxjVY-k4,1441070,11,global-big-hit,train
h1NL6q_4eV8,596452,8,global-big-hit,train
hS2x1zl4rn0,24164331,17,global-big-hit,train
zRdHnseM0PE,12041474,12,global-big-hit,train
3I7eLIpgkfg,4068008,18,global-big-hit,train
7dguq2HJSmg,1807937,6,global-big-hit,train
9jTAjs5vcus,4543873,25,global-big-hit,train
DrgP56M63kU,939892,6,global-big-hit,train
REnKYQCCIFA,3657163,16,global-big-hit,train
RJsM87iGQs0,860759,16,global-big-hit,train
gLZJlf5rHVs,4619749,7,global-big-hit,train
iTcXQhusD50,1198653,20,global-big-hit,train
jLZeVgP6pkA,5934287,6,global-big-hit,train
p3VhAqf8KW0,732814,8,global-big-hit,train
vnaykXFFXgg,710833,6,global-big-hit,train
nedusgCUZC4,4042460,6,global-big-hit,train
onlAEPXxDDQ,1076623,7,global-big-hit,train
oq6av2OmQ1w,57616030,10,global-big-hit,train
5f6mDfc5zg4,4997739,8,global-big-hit,train
66viGTEETwg,3101686,8,global-big-hit,train
6LK67eLcTfI,7536155,12,global-big-hit,train
ES1pPyU0S-0,4257852,8,global-big-hit,train
G2bx3FzgJ6o,21856569,10,global-big-hit,train
G3Gi1nyYZiA,2774827,8,global-big-hit,train
JsKgBXjFIU4,775451,9,global-big-hit,train
K_vdaZ2NesI,3762916,13,global-big-hit,train
Soly0ne467M,13155540,9,global-big-hit,train
UXS508wtROA,10011459,20,global-big-hit,train
2MBpMuLtZGc,1308672,6,global-big-hit,train
JId_14lL58A,1411918,18,global-big-hit,train
SBT4N5w6-4Q,6378464,7,global-big-hit,train
XNFBE0t0hIM,11041088,8,global-big-hit,train
cEWA3hm_M0g,3786904,12,global-big-hit,train
d51UZY6kGtM,18426535,15,global-big-hit,train
ekpvOReCsgs,773601,6,global-big-hit,train
ipfjA1FO728,2791067,11,global-big-hit,train
qWUsV2Ios8A,28733082,10,global-big-hit,train
vMLk_T0PPbk,156038557,33,global-big-hit,train
A3CVHvCqouE,4602631,14,global-big-hit,train
FPtyRQQX4wo,2629230,10,global-big-hit,train
FfrCkmTrAgc,8391517,14,global-big-hit,train
PKR58JOO5GA,1003988,7,global-big-hit,train
_RVdXvQ9I2A,5008486,8,global-big-hit,train
c71Vy_NAeig,7572607,12,global-big-hit,train
xjnUv39Fj3A,5122827,12,global-big-hit,train
0S4sNPzxeYA,858319,13,global-big-hit,train
4-AIM44nUUA,702518,10,global-big-hit,train
UQbzAorCe2M,1993056,11,global-big-hit,train
XLohRLyFQB4,1520138,10,global-big-hit,train
YbwO-aNCCAg,1537762,10,global-big-hit,train
fYWRjTVRFzg,2742779,7,global-big-hit,train
1OJ7aW3Df5U,5528647,6,global-big-hit,train
2vEPtAireXs,982136,6,global-big-hit,train
31QxdjXUnOY,2294859,6,global-big-hit,train
PGUHQPYxdfU,804288,7,global-big-hit,train
VpJKsoMWnZM,39272670,13,global-big-hit,train
ojgnYDPEU5Y,10366936,10,global-big-hit,train
yMwTEU3RgxU,1191008,6,global-big-hit,train
4IGQ6EzXHvU,1917362,6,global-big-hit,train
9e9D7ABgHpU,6760620,6,global-big-hit,train
V5En3Ks3OjE,65389232,23,global-big-hit,train
YKDf29wM_mA,13116044,12,global-big-hit,train
m0nnxzt3dHA,8848179,14,global-big-hit,train
nOcP2celm0E,17752723,12,global-big-hit,train
oNJiVuPmh9A,6998934,6,global-big-hit,train
rNm8vVcL9m4,623456,6,global-big-hit,train
zsZM5nX8uPY,14684585,6,global-big-hit,train
1imfzGKIAoI,4783957,7,global-big-hit,train
9EN9QVCu_ks,29175210,16,global-big-hit,train
AS8F3np9laQ,986960,6,global-big-hit,train
5T1gZdTgXPI,5158907,9,global-big-hit,train
6Ou5MSEPcg4,1282739,6,global-big-hit,train
G4JuopziR3Q,12548050,7,global-big-hit,train
KdXB9F-KB7I,4516508,9,global-big-hit,train
U-lfRPYXfpY,1607373,8,global-big-hit,train
UdfSrJvqY_E,10678647,9,global-big-hit,train
VBnfidhf5Q8,18163467,21,global-big-hit,train
VibGLc41UvQ,43896504,21,global-big-hit,train
W6fme7tcweQ,23313926,8,global-big-hit,train
_JtTWd_cAbA,2269207,12,global-big-hit,train
fq7UwcYj8S8,7289510,8,global-big-hit,train
gYTGAY_LHmU,2058233,10,global-big-hit,train
oxfEcRTZsvU,4063407,11,global-big-hit,train
t0d_cTZY0UY,3100890,9,global-big-hit,train
wAk1QgB6aXc,1266103,8,global-big-hit,train
6IMff0lU63U,1065522,7,global-big-hit,train
YcIxVsBdXI4,2842969,15,global-big-hit,train
ehKNrE1ZSbg,805756,11,global-big-hit,train
hQ71f7dFj6Y,5528975,10,global-big-hit,train
l4X9yek7T_s,23639282,13,global-big-hit,train
2h4csVo1Kxo,4757162,11,global-big-hit,train
JDZH9QRkiUw,3603737,10,global-big-hit,train
TpfnHVUCSxk,8292416,6,global-big-hit,train
YVYwGsR-ue0,3755399,16,global-big-hit,train
bymC-C-R6XU,1381448,7,global-big-hit,train
pG-oC1HuLXQ,11508744,13,global-big-hit,train
z8isNY1xQuY,1830492,18,global-big-hit,train
Hk8UKP7qI6U,4355648,13,global-big-hit,train
MT-Xe-5qpRQ,8170727,6,global-big-hit,train
PZhZcx1Z9iY,1391750,7,global-big-hit,train
RdnirbmjpQk,861298,13,global-big-hit,train
TLPyHIZRvFk,1716970,10,global-big-hit,train
YjSVIU2d3LU,848456,6,global-big-hit,train
iamEORIzGE8,2910269,8,global-big-hit,train
oj6C9MJ89ho,8323756,12,global-big-hit,train
svcaSTrD5Rs,1077320,10,global-big-hit,train
tqLXl0AKXpo,1103617,8,global-big-hit,train
ttmC2XvKALA,10667771,13,global-big-hit,train
wfNUj5D4-WI,826434,15,global-big-hit,train
1mEBDZ4ZXnc,3859584,22,global-big-hit,train
O-fAHtTjcEY,2391362,16,global-big-hit,train
VGmWw1wjE-w,3454232,12,global-big-hit,train
W3CKEzGPwnc,4724758,8,global-big-hit,train
yogOhlByK9A,1830218,13,global-big-hit,train
3aOMrf2TXnA,14189867,6,global-big-hit,train
hWPopqZJJww,28804313,11,global-big-hit,train
1qlX4sEqVFY,7877938,7,global-big-hit,train
7_asKG-eKgc,1698596,10,global-big-hit,train
BwH4t5wQvxQ,2497850,7,global-big-hit,train
FxpNzTcn0vY,4571040,10,global-big-hit,train
IM-rp-wAgaw,11499089,14,global-big-hit,train
h4T_LlK1VE4,23131164,18,global-big-hit,train
kgMBxik27zQ,5037067,9,global-big-hit,train
qYzwU1RQaAg,14399055,26,global-big-hit,train
rg0kvV9Zqp4,807501,36,global-big-hit,train
2SDFM0gF1tU,11002949,10,global-big-hit,train
2lfETGiIDf8,60493491,20,global-big-hit,train
EosMazKaPbU,25747236,13,global-big-hit,train
Qgp0jY7bFVs,2648032,16,global-big-hit,train
